title,score,budget,revenue,profit,main_genre,language,is_english,country,cluster
The Boss Baby: Family Business,75.0,82000000.0,146281732.0,64281732.0,Animation,English,1,AU,0
The Independent,73.0,80000000.0,522029092.4,442029092.4,Thriller,English,1,US,1
Joseph,82.0,143260000.0,865531384.0,722271384.0,Drama,English,1,US,3
Fullmetal Alchemist: The Revenge of Scar,68.0,120400000.0,614097908.4,493697908.4,Fantasy,Japanese,0,JP,0
Titanic,79.0,200000000.0,2222985568.0,2022985568.0,Drama,English,1,AU,3
The Hunger Games: Mockingjay - Part 1,68.0,125000000.0,766575131.0,641575131.0,Science Fiction,English,1,AU,1
The Autopsy of Jane Doe,67.0,24570496.6,5972942.0,-18597554.6,Horror,English,1,AU,1
Corrective Measures,52.0,105000000.0,354205502.2,249205502.2,Action,English,1,US,1
The Jack in the Box: Awakening,64.0,35442225.8,195189.0,-35247036.8,Horror,English,1,GB,1
Choose or Die,54.0,174000000.0,474753914.4,300753914.4,Horror,English,1,GB,1
Project Wolf Hunting,65.0,115200000.0,220908446.2,105708446.19999999,Action,Korean,0,AU,1
Lost Bullet 2,65.0,122800000.0,377993107.0,255193107.0,Action,French,0,FR,1
Crawlspace,66.0,110600000.0,660008190.4,549408190.4,Thriller,English,1,US,1
The Good Neighbor,71.0,105.0,94909.0,94804.0,Thriller,English,1,AU,1
The Trapped 13: How We Survived The Thai Cave,69.0,111600000.0,767228967.6,655628967.6,Documentary,Other,0,Other,3
Groot's First Steps,71.0,131400000.0,730150001.2,598750001.2,Animation,English,1,US,0
Son of God,69.0,22000000.0,70949793.0,48949793.0,Drama,English,1,US,3
Sword Art Online the Movie -Progressive- Aria of a Starless Night,80.0,20011197.0,14037060.0,-5974137.0,Animation,Japanese,0,AU,0
Summer Ghost,72.0,107200000.0,632203108.6,525003108.6,Animation,Japanese,0,JP,0
Resident Evil: Welcome to Raccoon City,61.0,25000000.0,41909091.0,16909091.0,Horror,English,1,AU,1
Laid-Back Camp The Movie,76.0,13187504.6,7283918.0,-5903586.6,Animation,Japanese,0,JP,3
The Pale Blue Eye,70.0,72000000.0,214883443.8,142883443.8,Mystery,English,1,AU,1
The Lion King,83.0,260000000.0,1647733638.0,1387733638.0,Family,English,1,AU,0
The Lion King,83.0,79300000.0,986193783.0,906893783.0,Family,English,1,AU,0
Avengers: Age of Ultron,73.0,365000000.0,1395316979.0,1030316979.0,Action,English,1,AU,0
Me Before You,79.0,20000000.0,208064908.0,188064908.0,Drama,English,1,AU,3
Luca,79.0,200000000.0,49750471.0,-150249529.0,Animation,English,1,AU,0
Pirates of the Caribbean: Dead Man's Chest,73.0,200000000.0,1065659812.0,865659812.0,Adventure,English,1,AU,0
The Menu,72.0,30000000.0,73040804.0,43040804.0,Horror,English,1,AU,1
Ice Age,73.0,65000000.0,386116343.0,321116343.0,Animation,English,1,AU,0
Eureka: Eureka Seven Hi-Evolution,61.0,139600000.0,350558192.6,210958192.60000002,Animation,Japanese,0,JP,0
The Little Mermaid,73.0,40000000.0,211343479.0,171343479.0,Animation,English,1,AU,0
Shrek Forever After,63.0,165000000.0,756244673.0,591244673.0,Comedy,English,1,AU,0
Ghostbusters: Afterlife,75.0,75000000.0,203614138.0,128614138.0,Fantasy,English,1,AU,0
Sonic the Hedgehog,74.0,85000000.0,319715683.0,234715683.0,Action,English,1,AU,0
Teasing Master Takagi-san: The Movie,86.0,189000000.0,1168749675.2,979749675.2,Animation,Japanese,0,JP,3
Dragon Ball Z: Resurrection 'F',68.0,5000000.0,61768190.0,56768190.0,Action,Japanese,0,JP,0
The Guardians of the Galaxy Holiday Special,73.0,97200000.0,641749489.4,544549489.4,Comedy,English,1,AU,0
Secret Headquarters,68.0,143000000.0,420598835.4,277598835.4,Action,English,1,US,0
The Princess and the Frog,72.0,105000000.0,270997378.0,165997378.0,Romance,English,1,AU,0
365 Days: This Day,59.0,162100000.0,437846475.2,275746475.2,Romance,Other,0,AU,3
Faraway,68.0,52900000.0,368167712.6,315267712.6,Romance,German,0,DE,3
Hellhole,60.0,146740000.0,301123555.2,154383555.2,Horror,Other,0,Other,1
To Kill the Beast,60.0,105000000.0,227896979.2,122896979.19999999,Mystery,"Spanish, Castilian",0,Other,1
Zootopia,77.0,150000000.0,1002462578.0,852462578.0,Animation,English,1,AU,0
The Book of Daniel,73.0,92600000.0,428471214.2,335871214.2,Fantasy,English,1,US,3
Lesson Plan,63.0,121600000.0,343621307.4,222021307.39999998,Action,Other,0,AU,1
Free Guy,76.0,110000000.0,331526598.0,221526598.0,Comedy,English,1,AU,0
Malvada,74.0,88200000.0,429165998.8,340965998.8,Comedy,"Spanish, Castilian",0,MX,3
Diary of a Wimpy Kid: Rodrick Rules,71.0,18000000.0,73695194.0,55695194.0,Animation,English,1,US,0
Iron Man 2,68.0,170000000.0,621156389.0,451156389.0,Adventure,English,1,AU,0
The Conjuring,75.0,20000000.0,316849722.0,296849722.0,Horror,English,1,AU,1
Fast & Furious Presents: Hobbs & Shaw,69.0,200000000.0,760732926.0,560732926.0,Action,English,1,AU,0
The Library Boys,43.0,77300000.0,564483267.8,487183267.79999995,Comedy,English,1,AU,3
The Maze Runner,72.0,34000000.0,348319861.0,314319861.0,Action,English,1,AU,1
Blueback,62.0,178000000.0,528252215.4,350252215.4,Drama,English,1,AU,0
The King's Man,68.0,100000000.0,125928656.0,25928656.0,Action,English,1,AU,2
The Hobbit: The Battle of the Five Armies,73.0,250000000.0,940323039.0,690323039.0,Action,English,1,AU,0
"Miraculous World: New York, United HeroeZ",82.0,134400000.0,662530414.0,528130414.0,Animation,French,0,FR,0
Mary Magdalene,63.0,7855689.0,11710110.0,3854421.0,Drama,English,1,AU,3
The Pilgrim's Progress,78.0,101000000.0,893800197.2,792800197.2,Animation,English,1,US,0
Red Notice,68.0,150000000.0,173638.0,-149826362.0,Action,English,1,AU,1
Solo Somos Carne,63.0,87000000.0,476680473.8,389680473.8,Horror,"Spanish, Castilian",0,Other,3
Groot Takes a Bath,71.0,131400000.0,730150001.2,598750001.2,Animation,English,1,US,0
X,68.0,1000000.0,15113105.0,14113105.0,Horror,English,1,AU,1
The Croods: A New Age,75.0,65000000.0,214790246.0,149790246.0,Animation,English,1,AU,0
Boruto: Naruto the Movie,76.0,24413000.0,39500000.0,15087000.0,Animation,Japanese,0,JP,0
Thor: Ragnarok,76.0,180000000.0,850482778.0,670482778.0,Action,English,1,AU,0
Noah,56.0,130000000.0,352831065.0,222831065.0,Drama,English,1,AU,3
The Seven Deadly Sins: Cursed by Light,78.0,38211149.2,1094673.0,-37116476.2,Animation,Japanese,0,JP,0
The Girl from the Other Side,68.0,67654097.6,629573144.8,561919047.1999999,Animation,Japanese,0,JP,0
Enola Holmes 2,76.0,93000000.0,394945972.8,301945972.8,Mystery,English,1,AU,1
Ant-Man,71.0,130000000.0,518858449.0,388858449.0,Science Fiction,English,1,AU,0
Scream,74.0,24000000.0,138874789.0,114874789.0,Crime,English,1,AU,1
Scream,74.0,15000000.0,173046640.0,158046640.0,Crime,English,1,AU,1
Frozen II,73.0,150000000.0,1437862795.0,1287862795.0,Family,English,1,AU,0
Shrek the Third,63.0,160000000.0,807330936.0,647330936.0,Fantasy,English,1,AU,0
Ratatouille,78.0,150000000.0,626549695.0,476549695.0,Animation,English,1,AU,0
Maneater,49.0,132800000.0,660707570.8,527907570.79999995,Mystery,English,1,US,1
Raya and the Last Dragon,79.0,100000000.0,130423032.0,30423032.0,Animation,English,1,AU,0
Slumberland,75.0,35000000.0,374600744.4,339600744.4,Family,English,1,AU,0
PAW Patrol: The Movie,75.0,26000000.0,144327371.0,118327371.0,Animation,English,1,AU,0
Deadpool,76.0,58000000.0,781947691.0,723947691.0,Action,English,1,AU,0
The Good Dinosaur,68.0,187500000.0,333771037.0,146271037.0,Adventure,English,1,AU,0
Last Seen Alive,66.0,107700000.0,276937185.8,169237185.8,Action,English,1,AU,1
We Have a Ghost,66.0,150000000.0,569719222.6,419719222.6,Comedy,English,1,US,0
"Paul, Apostle of Christ",75.0,5000000.0,26078500.0,21078500.0,Drama,English,1,AU,3
Real Steel,70.0,110000000.0,263880341.0,153880341.0,Action,English,1,AU,1
The Matrix Resurrections,65.0,190000000.0,159197755.0,-30802245.0,Science Fiction,English,1,AU,0
Lou,67.0,69400000.0,240033015.8,170633015.8,Action,English,1,AU,1
Pinocchio,65.0,45000000.0,31681811.0,-13318189.0,Fantasy,English,1,AU,0
Pinocchio,65.0,13200000.0,30360375.0,17160375.0,Fantasy,English,1,AU,0
Pinocchio,65.0,2289247.0,84300000.0,82010753.0,Fantasy,English,1,AU,0
Miraculous World: Shanghai – The Legend of Ladydragon,79.0,149860000.0,660957374.4,511097374.4,Animation,French,0,FR,0
The Tomorrow War,79.0,200000000.0,19220000.0,-180780000.0,Action,English,1,AU,1
Cars,69.0,70000000.0,461630558.0,391630558.0,Animation,English,1,AU,0
Grimcutty,54.0,130800000.0,249577615.2,118777615.19999999,Horror,English,1,US,1
Scrooge: A Christmas Carol,68.0,87000000.0,459237806.0,372237806.0,Animation,English,1,GB,0
Your Place or Mine,64.0,105400000.0,286421986.2,181021986.2,Romance,English,1,US,3
Your Name.,85.0,2937023.8,357986087.0,355049063.2,Romance,Japanese,0,AU,3
Puss in Boots,65.0,130000000.0,554987477.0,424987477.0,Comedy,English,1,US,0
One Piece Film Red,75.0,8705000.0,150797338.0,142092338.0,Animation,Japanese,0,AU,0
The Fate of the Furious,69.0,250000000.0,1236703796.0,986703796.0,Action,English,1,AU,1
The Strays,55.0,131700000.0,751965791.6,620265791.6,Thriller,English,1,GB,1
Watcher,66.0,10237862.6,2667033.0,-7570829.6,Mystery,English,1,US,1
The Gray Man,70.0,200000000.0,451178.0,-199548822.0,Action,English,1,AU,1
The Mummy Resurrection,50.0,102800000.0,545695337.6,442895337.6,Horror,English,1,GB,1
The Fallout,77.0,114200000.0,736329646.2,622129646.2,Drama,English,1,US,3
Boyka: Undisputed IV,71.0,119400000.0,343644155.0,224244155.0,Action,English,1,US,3
The Godfather,87.0,7000000.0,270007394.0,263007394.0,Drama,English,1,AU,3
Mulan,79.0,200000000.0,69973540.0,-130026460.0,Animation,English,1,AU,0
Mulan,79.0,90000000.0,303500000.0,213500000.0,Animation,English,1,AU,0
Dracula: The Original Living Vampire,54.0,124800000.0,605767026.8,480967026.79999995,Horror,English,1,US,1
Big Hero 6,77.0,165000000.0,647263005.0,482263005.0,Adventure,English,1,AU,0
Triangle of Sadness,72.0,15600000.0,24733572.0,9133572.0,Comedy,English,1,AU,3
Dungeons & Dragons,43.0,35000000.0,15185241.0,-19814759.0,Drama,English,1,AU,0
Wire Room,66.0,101000000.0,321357348.6,220357348.60000002,Action,English,1,US,1
Killing Jesus,65.0,35580000.0,258973331.6,223393331.6,Drama,English,1,US,3
Inside Out,79.0,175000000.0,850566343.0,675566343.0,Animation,English,1,AU,0
The Miracle of Marcelino,71.0,110000000.0,759213943.8,649213943.8,Drama,"Spanish, Castilian",0,ES,3
Fury,75.0,80000000.0,210315681.0,130315681.0,War,English,1,AU,2
Welcome to the Club,66.0,124000000.0,690278154.2,566278154.2,Animation,English,1,US,0
Emancipation,80.0,120000000.0,0.0,-120000000.0,Drama,English,1,US,1
Undisputed III: Redemption,76.0,3000000.0,78701381.8,75701381.8,Action,English,1,AU,1
The Last Warrior: Root of Evil,69.0,8400000.0,27658331.0,19258331.0,Fantasy,Russian,0,Other,0
After We Fell,71.0,14000000.0,21500000.0,7500000.0,Romance,English,1,AU,3
Seoul Vibe,67.0,160200000.0,348577844.0,188377844.0,Action,Korean,0,KR,0
One Week Friends,52.0,111940000.0,638332462.6,526392462.6,Drama,Chinese,0,CN,3
Space Jam: A New Legacy,69.0,150000000.0,143987946.0,-6012054.0,Family,English,1,AU,0
Nobody,81.0,16000000.0,57512470.0,41512470.0,Action,English,1,AU,1
The Tiger's Nest,70.0,120000000.0,305330864.2,185330864.2,Family,English,1,IT,0
Naruto Shippuden the Movie,72.0,33111535.2,10000000.0,-23111535.2,Animation,Japanese,0,JP,0
Terrifier,66.0,35000.0,0.0,-35000.0,Horror,English,1,US,1
In the Forest,60.0,84600000.0,178745725.6,94145725.6,Horror,English,1,US,1
The Amazing Spider-Man,67.0,220000000.0,757890267.0,537890267.0,Action,English,1,AU,0
Evil Dead,65.0,17000000.0,99010045.0,82010045.0,Horror,English,1,AU,1
El asistente,100.0,201000000.0,1569323843.8,1368323843.8,Comedy,"Spanish, Castilian",0,Other,3
Virus:32,69.0,101400000.0,531683245.8,430283245.8,Horror,"Spanish, Castilian",0,Other,3
Linoleum,68.0,109000000.0,673135995.2,564135995.2,Science Fiction,English,1,AU,3
After We Collided,72.0,24685792.0,42000000.0,17314208.0,Romance,English,1,AU,3
Sinner: The Secret Diary of a Nymphomaniac,49.0,167400000.0,997517367.8,830117367.8,Drama,French,0,FR,3
A Quiet Place Part II,75.0,61000000.0,297400000.0,236400000.0,Science Fiction,English,1,AU,1
Twilight,63.0,37000000.0,402278564.0,365278564.0,Fantasy,English,1,AU,3
Twilight,63.0,20000000.0,15055091.0,-4944909.0,Fantasy,English,1,AU,3
Warriors of Future,73.0,71460000.0,300356421.2,228896421.2,Drama,Chinese,0,CN,3
Spider-Man: Homecoming,74.0,175000000.0,878271291.0,703271291.0,Action,English,1,AU,0
Howl's Moving Castle,84.0,24000000.0,236049757.0,212049757.0,Fantasy,Japanese,0,AU,0
World War Z,68.0,190000000.0,531861650.0,341861650.0,Action,English,1,AU,1
Charlie and the Chocolate Factory,70.0,150000000.0,475825484.0,325825484.0,Adventure,English,1,AU,0
High Heat,60.0,78000000.0,277412220.0,199412220.0,Action,English,1,AU,1
How to Train Your Dragon: The Hidden World,78.0,129000000.0,521533238.0,392533238.0,Animation,English,1,AU,0
Girl at the Window,65.0,95200000.0,294248739.2,199048739.2,Thriller,English,1,AU,1
Hellraiser,64.0,1000000.0,14575148.0,13575148.0,Horror,English,1,AU,1
Pacific Rim,69.0,190000000.0,411002906.0,221002906.0,Action,English,1,AU,0
My Hero Academia: Heroes Rising,82.0,21911000.0,29900850.0,7989850.0,Animation,Japanese,0,AU,0
After,72.0,14000000.0,57926850.0,43926850.0,Romance,English,1,AU,3
After,72.0,650000.0,0.0,-650000.0,Romance,English,1,AU,3
The Hangover,73.0,35000000.0,465487583.0,430487583.0,Comedy,English,1,AU,3
The Adam Project,71.0,116000000.0,203098455.6,87098455.6,Adventure,English,1,AU,0
Trick or Treat Scooby-Doo!,73.0,85000000.0,575808566.0,490808566.0,Adventure,English,1,US,0
The Tangalanga Method,60.0,114200000.0,241031716.6,126831716.6,Comedy,"Spanish, Castilian",0,Other,3
Last Man Down,58.0,165000000.0,250351474.6,85351474.6,Action,English,1,AU,1
The Emperor's New Groove,75.0,100000000.0,169630573.0,69630573.0,Adventure,English,1,AU,0
The Princess,69.0,89000000.0,518519804.4,429519804.4,Fantasy,English,1,US,0
The Lion King,71.0,260000000.0,1647733638.0,1387733638.0,Adventure,English,1,AU,0
The Lion King,71.0,79300000.0,986193783.0,906893783.0,Adventure,English,1,AU,0
Jungle Cruise,75.0,200000000.0,210469803.0,10469803.0,Action,English,1,AU,0
The Nun,59.0,22000000.0,363391647.0,341391647.0,Horror,English,1,AU,1
Superfast!,50.0,20000000.0,3146707.8,-16853292.2,Comedy,English,1,US,3
Code Name Banshee,59.0,70520000.0,457654821.6,387134821.6,Action,English,1,US,1
Beauty Salon: Special Service 2,70.0,105740523.8,345465556.8,239725033.0,Romance,Korean,0,KR,3
The Parent Trap,71.0,15000000.0,92108518.0,77108518.0,Comedy,English,1,US,0
One Way,64.0,98600000.0,688313467.6,589713467.6,Action,English,1,AU,1
Monster High: The Movie,70.0,147200000.0,432006011.2,284806011.2,Family,English,1,US,0
Furious 7,72.0,190000000.0,1514553486.0,1324553486.0,Action,English,1,AU,1
The Conjuring 2,73.0,40000000.0,321834351.0,281834351.0,Horror,English,1,AU,1
Overdose,66.0,99400000.0,341205403.4,241805403.39999998,Action,French,0,FR,3
Dragon Ball Z: Broly – The Legendary Super Saiyan,73.0,25100000.0,21658982.0,-3441018.0,Animation,Japanese,0,JP,0
Inception,84.0,160000000.0,728537960.0,568537960.0,Action,English,1,AU,0
Frozen,72.0,150000000.0,1256887580.0,1106887580.0,Animation,English,1,AU,0
Madagascar: A Little Wild Holiday Goose Chase,63.0,83400000.0,191964060.4,108564060.4,Animation,English,1,US,0
God's Not Dead: A Light in Darkness,69.0,56400000.0,5728940.0,-50671060.0,Drama,English,1,US,3
Top Gun,70.0,15000000.0,357469522.0,342469522.0,Romance,English,1,AU,3
The Prince of Egypt,72.0,60000000.0,218613188.0,158613188.0,Adventure,English,1,AU,0
The Requin,50.0,8500000.0,130493.0,-8369507.0,Thriller,English,1,US,1
It Chapter Two,69.0,79000000.0,473122525.0,394122525.0,Horror,English,1,AU,1
The Unholy,67.0,10000000.0,30792024.0,20792024.0,Horror,English,1,AU,1
Cinderella,70.0,95000000.0,542351353.0,447351353.0,Family,English,1,AU,0
Cinderella,70.0,2900000.0,263591415.0,260691415.0,Family,English,1,AU,0
The Lord of the Rings: The Fellowship of the Ring,84.0,93000000.0,891216824.0,798216824.0,Adventure,English,1,AU,0
The Hip Hop Nutcracker,57.0,92000000.0,220028554.8,128028554.80000001,Music,English,1,US,3
Margaux,68.0,49000000.0,499592777.0,450592777.0,Horror,English,1,US,1
Beauty Salon: Special Service,62.0,119700000.0,333485619.2,213785619.2,Romance,Korean,0,KR,3
Black Widow,74.0,200000000.0,379751131.0,179751131.0,Action,English,1,AU,0
Blowback,61.0,129000000.0,361706066.8,232706066.8,Action,English,1,AU,1
As They Made Us,55.0,158000000.0,184193215.4,26193215.400000006,Drama,English,1,US,3
Frank and Penelope,77.0,138100000.0,717029254.0,578929254.0,Thriller,English,1,US,1
Finding Nemo,78.0,94000000.0,936094852.0,842094852.0,Animation,English,1,AU,0
Ben-Hur,57.0,95000000.0,91669648.0,-3330352.0,Action,English,1,AU,3
Ben-Hur,57.0,15000000.0,73259017.0,58259017.0,Action,English,1,AU,3
Don't Open the Door,71.0,78300000.0,349714816.8,271414816.8,Horror,"Spanish, Castilian",0,MX,1
Grown Ups 2,61.0,80000000.0,247023808.0,167023808.0,Comedy,English,1,AU,3
High School Teacher: Maturing,60.0,73800000.0,346352260.6,272552260.6,Drama,Japanese,0,JP,3
Thor,68.0,150000000.0,449326618.0,299326618.0,Adventure,English,1,AU,0
Batman and Superman: Battle of the Super Sons,79.0,148000000.0,1180818577.6,1032818577.5999999,Animation,English,1,US,0
Captain America: Civil War,74.0,250000000.0,1151899586.0,901899586.0,Adventure,English,1,AU,0
Dungeons & Dragons: Wrath of the Dragon God,43.0,102300000.0,633555866.2,531255866.20000005,Action,English,1,GB,0
Doctor Strange,74.0,165000000.0,676343174.0,511343174.0,Action,English,1,AU,0
Transformers: Age of Extinction,59.0,210000000.0,1104054072.0,894054072.0,Science Fiction,English,1,AU,0
Carter,62.0,38200000.0,319040588.8,280840588.8,Action,Korean,0,KR,1
ODDTAXI in the Woods,67.0,116000000.0,616543720.6,500543720.6,Animation,Japanese,0,JP,0
Joseph: King of Dreams,68.0,79000000.0,601957369.0,522957369.0,Family,English,1,US,0
The Call of the Wild,76.0,125000000.0,107351191.0,-17648809.0,Adventure,English,1,AU,0
No Exit,70.0,59500000.0,596465139.4,536965139.4,Thriller,English,1,AU,1
The Addams Family 2,71.0,9330400.0,119815153.0,110484753.0,Animation,English,1,AU,0
An Interview with God,71.0,105000000.0,496783754.4,391783754.4,Drama,English,1,AU,3
Dune,78.0,165000000.0,391774790.0,226774790.0,Science Fiction,English,1,AU,0
Dune,78.0,45000000.0,27503491.0,-17496509.0,Science Fiction,English,1,AU,0
L.O.L. Surprise! Winter Fashion Show,79.0,118400000.0,599966189.2,481566189.20000005,Animation,English,1,US,0
Up,79.0,175000000.0,731463377.0,556463377.0,Animation,English,1,AU,0
Pirates of the Caribbean: Dead Men Tell No Tales,66.0,230000000.0,794861794.0,564861794.0,Adventure,English,1,AU,0
The Amazing Spider-Man 2,65.0,200000000.0,708996336.0,508996336.0,Action,English,1,AU,0
Ice Age: Dawn of the Dinosaurs,67.0,90000000.0,886686817.0,796686817.0,Animation,English,1,AU,0
The princess,73.0,104400000.0,492717594.8,388317594.8,Action,"Spanish, Castilian",0,MX,3
Alien Sniperess,37.0,58670000.0,385960548.2,327290548.2,Action,English,1,US,0
Toy Story 2,76.0,90000000.0,511358276.0,421358276.0,Animation,English,1,AU,0
Reggie,54.0,138800000.0,293853255.2,155053255.2,Documentary,English,1,US,3
Renfield,83.0,86203077.0,12076404.0,-74126673.0,Comedy,English,1,AU,1
Barbie: Mermaid Power,73.0,123600000.0,590203752.2,466603752.20000005,Animation,English,1,AU,0
Grown Ups,64.0,75000000.0,272222420.0,197222420.0,Comedy,English,1,AU,3
Hidden Figures,81.0,25000000.0,230677636.0,205677636.0,Drama,English,1,AU,3
The Twilight Saga: Eclipse,62.0,68000000.0,706102828.0,638102828.0,Adventure,English,1,AU,3
Halloween Ends,63.0,20000000.0,105199765.0,85199765.0,Horror,English,1,AU,1
Corpus Christi,77.0,1300000.0,10951283.0,9651283.0,Drama,Other,0,Other,3
"Goodbye, Don Glees!",60.0,111000000.0,251309155.0,140309155.0,Animation,Japanese,0,JP,0
The Contractor,65.0,43967862.6,2122288.0,-41845574.6,Action,English,1,AU,1
Samson,58.0,8101468.0,4873825.0,-3227643.0,Action,English,1,US,1
The Bible: In the Beginning...,73.0,18000000.0,52356840.0,34356840.0,Drama,English,1,US,3
Deadpool 2,75.0,110000000.0,786362370.0,676362370.0,Action,English,1,AU,0
